customer_id,product_name,product_category,price,quantity,total_price,purchase_date,shipping_address,payment_method,status
481,Tomato Sauce,Food - Canned Goods,910.18,21,19113.78,2/27/2022,214 Brown Plaza,PayPal,shipped
482,Window Bird Feeder with Suction Cups,Outdoor,959.32,85,81542.2,2/11/2020,82910 Northport Trail,PayPal,processing
483,Eco-Friendly Cleaning Cloths,Home,918.81,22,20213.82,2/28/2022,82074 Crownhardt Road,credit card,pending
484,Digital Food Scale,Kitchen,504.16,49,24703.84,4/4/2021,08146 Mallory Alley,PayPal,shipped
485,Yoga Strap,Fitness,354.76,87,30864.12,1/24/2022,971 Forest Run Road,PayPal,delivered
486,Sports Windbreaker,Clothing - Outerwear,28.51,59,1682.09,12/26/2021,574 Paget Street,PayPal,shipped
487,Garden Tool Set,Garden,21.16,3,63.48,5/18/2021,5 2nd Alley,credit card,shipped
488,Rice Noodles,Food - Grains,328.13,59,19359.67,3/26/2020,8 Cascade Crossing,credit card,pending
489,Kitchen Knife Sharpening System,Kitchen,287.43,47,13509.21,7/9/2021,4343 David Alley,cash on delivery,delivered
490,Whole Roasted Chicken,Food - Meats,794.52,87,69123.24,3/3/2020,73 Hermina Street,PayPal,delivered
491,Vanilla Protein Powder,Food - Health/Protein,694.03,65,45111.95,3/29/2022,3 Warner Junction,cash on delivery,delivered
492,Organic Vanilla Bean Ice Cream,Food - Frozen Desserts,320.2,30,9606.0,1/5/2020,3 Mcbride Hill,PayPal,shipped
493,Granola Clusters,Food - Cereal,35.74,68,2430.32,10/7/2021,8683 Meadow Vale Park,credit card,processing
494,Grapes (red),Food - Produce,647.16,1,647.16,9/11/2021,68529 Aberg Drive,PayPal,delivered
495,Portable Solar Path Lights,Outdoor,510.06,67,34174.02,12/31/2020,76682 Vernon Lane,credit card,pending
496,Rechargeable Electric Toothbrush,Health,918.32,94,86322.08,9/30/2020,8 Gateway Lane,credit card,shipped
497,Honey mustard chicken tenders,Food - Meat,255.44,45,11494.8,7/13/2022,854 Victoria Road,cash on delivery,processing
498,Bicycle Repair Kit,Outdoor,324.4,64,20761.6,8/20/2022,95184 Bay Pass,cash on delivery,processing
499,Mini Projector for Smartphones,Electronics,151.97,33,5015.01,9/17/2021,0 Wayridge Circle,PayPal,pending
500,Children's Educational Workbook,Books,545.37,94,51264.78,5/11/2020,101 Farwell Avenue,cash on delivery,processing
501,Compact Electric Kettle,Kitchen,659.91,10,6599.1,6/28/2021,0417 Dovetail Parkway,credit card,processing
502,Patterned Knit Scarf,Clothing - Accessories,776.42,26,20186.92,3/24/2022,3 Lakewood Gardens Place,cash on delivery,processing
503,Casual Cropped Sweater,Clothing - Sweaters,91.51,61,5582.11,12/3/2022,59 Di Loreto Court,cash on delivery,delivered
504,Motion Sensor Light,Home,93.32,30,2799.6,2/4/2021,91534 Warbler Park,cash on delivery,shipped
505,Mechanical Keyboard,Computers,655.05,53,34717.65,10/31/2020,25 Briar Crest Parkway,cash on delivery,processing
506,Ground Turkey,Food - Meat,499.53,34,16984.02,3/23/2021,7 Huxley Plaza,PayPal,shipped
507,Coconut Chia Pudding,Food - Dairy,439.99,40,17599.6,12/10/2022,01 Forster Court,credit card,pending
508,Crew Neck Sweater,Clothing - Sweaters,780.8,77,60121.6,8/21/2020,475 Kedzie Parkway,PayPal,delivered
509,Pet Grooming Scissors,Pets,988.05,26,25689.3,3/15/2022,41338 Granby Drive,PayPal,pending
510,Strawberry Rhubarb Jam,Food - Condiments,604.47,40,24178.8,7/17/2021,071 Mayer Street,cash on delivery,delivered
511,Cranberry Orange Juice,Food - Beverages,489.17,72,35220.24,11/12/2022,487 Morning Alley,cash on delivery,pending
512,Pineapple Salsa,Food - Condiments,607.72,49,29778.28,7/18/2021,90 Rutledge Pass,PayPal,shipped
513,Magnetic Spice Jars,Kitchen,858.46,37,31763.02,5/13/2022,3635 Algoma Crossing,cash on delivery,pending
514,Mechanical Pencil Set,Office,55.88,49,2738.12,5/13/2021,01108 Fuller Plaza,cash on delivery,processing
515,Italian Sausage Links,Food - Meat & Poultry,64.56,95,6133.2,3/11/2022,794 Jackson Avenue,PayPal,delivered
516,Window Bird Feeder with Suction Cups,Outdoor,58.12,77,4475.24,1/11/2022,88297 Bonner Road,cash on delivery,pending
517,Wooden Children's Play Kitchen,Toys,344.73,55,18960.15,12/16/2021,8667 Artisan Hill,cash on delivery,processing
518,Mini Indoor Hydroponic Garden,Garden,716.92,31,22224.52,3/3/2021,0 Morning Road,PayPal,processing
519,Banana Nut Oatmeal Cups,Food - Breakfast,599.12,46,27559.52,4/11/2020,5 Schiller Trail,credit card,processing
520,Pumpkin Spice Creamer,Food - Beverages,35.71,94,3356.74,4/9/2021,7 Pearson Lane,cash on delivery,pending
521,Outdoor String Lights,Outdoor,116.11,17,1973.87,11/2/2022,26 Forster Point,credit card,delivered
522,Honey Mustard Dip,Food - Condiments,508.82,31,15773.42,7/27/2022,76 Drewry Way,PayPal,shipped
523,Wireless Range Extender,Electronics,213.72,1,213.72,11/26/2022,2355 Helena Alley,cash on delivery,shipped
524,Pest Control Traps,Home,952.98,13,12388.74,11/8/2020,961 Mesta Street,cash on delivery,delivered
525,Golf Putting Green,Sports,916.17,76,69628.92,7/14/2021,2191 Brickson Park Crossing,cash on delivery,processing
526,Mixed Berry Smoothie Pack,Food - Frozen Food,659.6,50,32980.0,1/9/2021,98 Mayfield Street,cash on delivery,delivered
527,Artisan Bread,Food - Bakery,174.25,9,1568.25,5/13/2021,81909 Lien Trail,cash on delivery,delivered
528,Almond Flour,Food - Baking,619.3,32,19817.6,8/5/2021,9633 Killdeer Terrace,PayPal,pending
529,Roasted Sweet Corn,Food - Frozen,759.98,99,75238.02,12/16/2022,2574 Reinke Street,cash on delivery,shipped
530,Gluten-Free Biscuits,Food - Baking,689.26,22,15163.72,8/31/2021,1 Hallows Street,PayPal,processing
531,Creamy Spinach Dip,Food - Prepared Foods,47.55,1,47.55,3/6/2022,864 Maple Drive,credit card,delivered
532,Adjustable Resistance Bands,Fitness,656.01,38,24928.38,7/5/2020,186 Mosinee Park,cash on delivery,processing
533,Pesto Pasta Salad,Food - Prepared Foods,907.48,77,69875.96,10/9/2020,48947 Pleasure Park,cash on delivery,pending
534,Smoky BBQ Jackfruit,Food - Grocery,689.19,46,31702.74,5/24/2022,4634 Warner Hill,credit card,shipped
535,Glass Food Containers,Kitchen,53.81,10,538.1,1/17/2021,38236 Menomonie Drive,PayPal,processing
536,Portable Pet Water Bottle,Pets,917.85,14,12849.9,5/17/2021,1 Ridgeview Center,cash on delivery,delivered
537,Chickpea Pasta,Food - Pasta,279.39,4,1117.56,4/8/2020,7144 Bluejay Drive,PayPal,processing
538,Portable Solar Path Lights,Outdoor,854.28,51,43568.28,4/3/2022,60837 Heath Alley,PayPal,processing
539,Roasted Red Pepper Dip,Food - Snacks,17.99,4,71.96,6/23/2021,46 Debra Court,credit card,delivered
540,Beach Cover-Up,Clothing - Swimwear,436.35,10,4363.5,10/28/2020,30 Summit Plaza,PayPal,delivered
541,Fleece Throw Blanket,Home,873.69,15,13105.35,2/9/2022,30 Golden Leaf Park,credit card,processing
542,Field Journal,Books,333.83,74,24703.42,2/27/2022,5855 Cordelia Avenue,cash on delivery,delivered
543,Cinnamon Raisin Bagels,Food - Bakery,942.99,76,71667.24,3/17/2021,0 Redwing Point,PayPal,processing
544,Chic Jumpsuit,Clothing - Jumpsuits,941.29,49,46123.21,1/7/2021,838 Southridge Lane,cash on delivery,pending
545,Coconut Macaroons,Food - Confectionery,509.1,71,36146.1,11/22/2020,24409 Melrose Drive,PayPal,shipped
546,Animal Paw Print Soap Dispenser,Home,303.98,84,25534.32,7/5/2022,7 Dawn Trail,PayPal,delivered
547,LED Strip Light Kit,Home,442.8,62,27453.6,10/6/2021,92987 Dunning Alley,cash on delivery,delivered
548,Crafting Kit,Art Supplies,711.99,23,16375.77,11/11/2022,02445 Sage Parkway,credit card,shipped
549,Self-Adhesive Wallpaper,Home,21.59,69,1489.71,10/16/2021,7 Dapin Alley,cash on delivery,pending
550,Vegetable Quinoa Bowl,Food - Frozen Meals,859.01,11,9449.11,12/21/2021,01 Fremont Avenue,PayPal,delivered
551,Ripped Boyfriend Jeans,Clothing - Bottoms,925.66,20,18513.2,11/27/2020,6 Debra Center,cash on delivery,shipped
552,Plant Pot Drip Trays,Garden,431.57,94,40567.58,8/7/2020,3 Melby Way,credit card,delivered
553,Cork Yoga Mat,Fitness,742.44,71,52713.24,10/22/2020,9229 Delaware Point,cash on delivery,processing
554,Caramel Apple Taffy,Food - Confectionery,480.91,42,20198.22,3/10/2022,7 Burning Wood Center,credit card,delivered
555,Wooden Blocks,Toys,436.25,67,29228.75,5/20/2022,239 Anzinger Crossing,credit card,processing
556,Portable Dog Water Bottle,Pets,889.86,96,85426.56,10/24/2021,5 Laurel Center,cash on delivery,delivered
557,Chocolate Almond Milk,Food - Dairy Alternatives,666.41,18,11995.38,6/3/2020,5 Randy Place,PayPal,shipped
558,Curried Lentil Salad,Food - Salads,282.61,46,13000.06,10/21/2020,95 Melby Hill,PayPal,pending
559,Oven-Baked Potato Chips,Food - Snacks,8.15,39,317.85,4/1/2022,02464 Armistice Circle,credit card,shipped
560,Fridge Magnet Set,Home,873.2,32,27942.4,7/23/2021,35967 Reindahl Plaza,credit card,processing
561,Multi-Purpose Scissors,Office,679.39,34,23099.26,7/10/2022,57 Fuller Avenue,cash on delivery,delivered
562,Coconut Bowls Set,Kitchen,383.81,58,22260.98,1/3/2020,63 Union Court,credit card,shipped
563,Mediterranean Couscous,Food - Grains,608.42,23,13993.66,9/1/2022,65 Lukken Circle,PayPal,processing
564,Portable Air Pump,Outdoor,262.67,18,4728.06,9/24/2020,8009 Sugar Pass,cash on delivery,processing
565,LED Table Lamp,Home,690.77,92,63550.84,2/5/2021,61717 Dakota Drive,credit card,shipped
566,Acoustic Guitar,Music,306.15,44,13470.6,5/11/2020,53 Monterey Circle,PayPal,delivered
567,Self-Adhesive Wallpaper,Home,200.7,29,5820.3,9/7/2022,8071 Maple Alley,cash on delivery,pending
568,Balsamic Glazed Brussels Sprouts,Food - Vegetables,199.34,78,15548.52,6/27/2022,22278 Division Park,PayPal,pending
569,Caramel Sauce,Food - Condiments,28.8,65,1872.0,2/24/2020,9 4th Place,cash on delivery,processing
570,Smoked Salmon,Food - Seafood,47.85,67,3205.95,7/3/2020,9 Oxford Hill,PayPal,processing
571,Smart Thermos,Fitness,683.67,23,15724.41,8/29/2020,979 Debra Terrace,cash on delivery,delivered
572,Dark Chocolate Covered Pretzels,Food - Snacks,533.08,11,5863.88,11/21/2021,583 Judy Street,credit card,delivered
573,LED Desk Light,Home,426.91,94,40129.54,2/1/2022,0 Utah Plaza,PayPal,processing
574,Canned Black Beans,Food - Canned Goods,384.58,51,19613.58,1/12/2021,2628 Lakewood Gardens Lane,cash on delivery,processing
575,Brownie Bites,Food - Baked Goods,907.55,89,80771.95,10/12/2020,6 Express Junction,credit card,processing
576,Italian Meatballs,Food - Meat,545.88,67,36573.96,12/25/2020,5 Dorton Drive,credit card,processing
577,Blue Denim Jeans,Clothing - Bottoms,143.05,85,12159.25,5/20/2020,9 Gerald Parkway,cash on delivery,shipped
578,Apple Sauce,Food - Canned Goods,186.26,57,10616.82,12/15/2020,061 Lakewood Parkway,credit card,processing
579,Pumpkin Spice Coffee,Food - Beverages,463.51,16,7416.16,3/18/2022,74755 Kennedy Alley,cash on delivery,shipped
580,Coffee Maker,Kitchen,781.0,58,45298.0,1/14/2022,9 Hansons Court,PayPal,shipped
581,Black Bean & Corn Salad,Food - Salads,924.05,79,72999.95,7/31/2021,01 Scoville Point,PayPal,processing
582,Crispy Rice Treats,Food - Snacks,883.71,21,18557.91,4/1/2021,81 Old Gate Lane,PayPal,shipped
583,Savory Pumpkin Soup,Food - Soups,794.38,70,55606.6,11/2/2021,78 Algoma Place,PayPal,shipped
584,Whipped Cream Cheese,Food - Dairy,173.34,28,4853.52,3/3/2020,98 Main Crossing,PayPal,pending
585,Apple Cinnamon Instant Oatmeal,Food - Cereal,375.04,13,4875.52,2/5/2020,8487 Monument Court,credit card,shipped
586,Artisan Pickles,Food - Condiments,64.42,52,3349.84,6/9/2020,45 Brickson Park Alley,credit card,processing
587,Sun-Dried Tomato Pesto,Food - Condiments,31.78,39,1239.42,11/4/2020,2 Sloan Point,credit card,shipped
588,Multi-Functional Rice Cooker,Kitchen,784.42,18,14119.56,1/5/2022,016 Mcguire Pass,PayPal,delivered
589,Microfiber Cleaning Cloth Set,Home,36.61,20,732.2,2/28/2021,3 New Castle Plaza,credit card,delivered
590,Cinnamon Raisin Bagels,Food - Bakery,900.54,92,82849.68,9/5/2020,73 Gina Lane,credit card,shipped
591,Cat Scratching Post with Toys,Pets,175.56,27,4740.12,11/3/2021,90177 Kim Street,credit card,pending
592,Organic Quinoa Salad,Food - Prepared Meals,532.04,8,4256.32,3/12/2022,50020 Glendale Center,PayPal,processing
593,Plant Growing Kit,Garden,161.56,83,13409.48,11/20/2021,2321 Continental Plaza,PayPal,shipped
594,Professional Chef Knife,Kitchen,815.67,96,78304.32,7/3/2022,20024 Schlimgen Drive,cash on delivery,pending
595,Peach & Mango Salsa,Food - Snacks,257.95,96,24763.2,12/7/2022,6 Sutteridge Trail,PayPal,shipped
596,Teriyaki Beef Strips,Food - Frozen Meals,634.24,52,32980.48,10/23/2022,166 Milwaukee Trail,PayPal,processing
597,Travel Pillow with Memory Foam,Travel,550.46,93,51192.78,1/14/2020,7 Briar Crest Terrace,credit card,pending
598,Handheld Shower Head,Bathroom,903.16,32,28901.12,4/10/2022,170 Colorado Park,cash on delivery,processing
599,Smartphone Gimbal,Electronics,100.15,51,5107.65,1/17/2020,85132 Duke Park,cash on delivery,shipped
600,Roasted Sweet Corn,Food - Frozen,97.18,75,7288.5,11/23/2022,88 Maryland Center,PayPal,delivered
601,Portable Leaf Blower,Outdoor,86.78,21,1822.38,2/20/2020,7088 Fremont Trail,credit card,shipped
602,Salsa Verde,Food - Condiments,401.89,61,24515.29,12/20/2020,761 Onsgard Terrace,credit card,shipped
603,Mediterranean Chickpea Bowl,Food - Prepared Foods,945.72,80,75657.6,3/1/2020,5 Harbort Trail,credit card,processing
604,Classic Bagels,Food - Bakery,408.06,93,37949.58,2/3/2020,203 American Ash Parkway,PayPal,delivered
605,Cotton Quilted Throw Blanket,Home,41.69,87,3627.03,12/6/2021,58759 Bonner Court,credit card,shipped
606,Pet Hair Vacuum Cleaner Attachment,Pets,453.57,35,15874.95,9/24/2021,11205 Springview Terrace,cash on delivery,pending
607,Whole Chicken,Food - Meat,733.39,2,1466.78,3/22/2020,4264 Shopko Road,credit card,delivered
608,Pork Chops,Food - Meat,223.13,24,5355.12,5/11/2021,8 Artisan Parkway,PayPal,processing
609,Portable Hammock,Outdoor,989.17,71,70231.07,8/3/2021,374 Merchant Crossing,cash on delivery,delivered
610,Smartphone Projector,Electronics,757.86,2,1515.72,7/24/2022,946 Buena Vista Road,PayPal,processing
611,Coconut Macaroons,Food - Confectionery,561.06,25,14026.5,12/15/2020,9 South Lane,cash on delivery,shipped
612,Beef Chili,Food - Canned Goods,351.97,81,28509.57,4/9/2022,20223 Vermont Pass,PayPal,pending
613,Ceramic Non-Stick Frying Pan,Kitchen,83.98,30,2519.4,6/8/2021,2 Artisan Street,cash on delivery,processing
614,Thai Coconut Curry Sauce,Food - Condiments,106.78,16,1708.48,12/31/2020,894 Loomis Crossing,credit card,shipped
615,LED Strip Lights,Home,826.39,62,51236.18,7/5/2021,869 Northport Crossing,cash on delivery,pending
616,Non-Stick Grill Mat,Outdoor,262.48,35,9186.8,3/14/2021,6749 Stoughton Avenue,PayPal,pending
617,Sesame Seeds,Food - Baking,861.84,85,73256.4,12/1/2022,809 Meadow Valley Court,credit card,processing
618,Self-Massaging Pillow,Health,560.45,100,56045.0,6/1/2021,22592 Burrows Hill,credit card,delivered
619,Golf Putting Green,Sports,797.0,65,51805.0,10/1/2021,5778 Stephen Hill,PayPal,delivered
620,Pet Grooming Gloves,Pets,639.75,92,58857.0,3/1/2020,58 Tony Park,credit card,shipped
621,Lemon Herb Grilled Chicken,Food - Meat,201.54,42,8464.68,2/27/2020,76 5th Road,PayPal,processing
622,Classic Caesar Salad Kit,Food - Salads,168.11,39,6556.29,9/29/2020,96934 Lien Pass,credit card,processing
623,Balsamic Glazed Brussels Sprouts,Food - Vegetables,637.71,96,61220.16,2/12/2021,77 Oak Hill,credit card,shipped
624,Essential Oil Roller Bottles,Health,404.23,46,18594.58,11/6/2020,88087 Fallview Parkway,credit card,pending
625,Chocolate Chip Cliff Bars,Food - Snacks,880.32,9,7922.88,2/5/2020,81 Washington Center,PayPal,processing
626,Satin Slip Dress,Clothing - Dresses,207.96,49,10190.04,1/21/2020,8057 Fisk Place,cash on delivery,shipped
627,Caramel Apple Taffy,Food - Confectionery,707.7,12,8492.4,12/19/2020,9 Vidon Road,PayPal,processing
628,Sliced Avocado,Food - Produce,546.38,64,34968.32,7/31/2021,62 5th Alley,credit card,shipped
629,Adjustable Height Standing Desk Converter,Office,701.0,20,14020.0,1/21/2021,7 Daystar Park,credit card,processing
630,Electric Meat Grinder,Kitchen,39.0,40,1560.0,8/19/2021,74 Hoard Pass,credit card,processing
631,Fridge Magnet Set,Home,101.97,90,9177.3,4/15/2020,26895 Kennedy Trail,credit card,processing
632,Electric Can Opener,Kitchen,642.08,95,60997.6,6/6/2020,5751 Schurz Place,PayPal,delivered
633,Sunflower Seeds,Food - Nuts,404.83,63,25504.29,7/24/2021,08019 Armistice Trail,PayPal,shipped
634,Electric Air Pump,Outdoor,686.47,88,60409.36,11/24/2021,0 Pond Court,cash on delivery,pending
635,Peach Halves (canned),Food - Canned Goods,7.67,76,582.92,7/30/2022,36921 Debra Lane,PayPal,processing
636,Travel Sewing Kit,Travel,434.12,54,23442.48,2/5/2021,23 Maple Wood Trail,credit card,delivered
637,Organic Black Beans,Food - Canned Goods,391.62,63,24672.06,9/22/2021,0 Barby Trail,cash on delivery,shipped
638,Portable Phone Mug Holder,Automotive,106.32,33,3508.56,1/23/2021,36 Hermina Pass,cash on delivery,pending
639,Premium Flashlight,Outdoor,263.03,8,2104.24,5/8/2021,10536 Goodland Terrace,PayPal,processing
640,Oven-Baked Sweet Potato Fries,Food - Frozen Foods,863.04,32,27617.28,4/26/2022,6863 Susan Junction,credit card,pending
641,Spicy Italian Sausage,Food - Meat & Seafood,741.29,76,56338.04,7/5/2020,68283 High Crossing Hill,PayPal,shipped
642,Beef Tacos,Food - Meat,115.84,38,4401.92,2/2/2022,701 Anderson Lane,cash on delivery,pending
643,Vegan Alfredo Sauce,Food - Sauces,594.3,3,1782.9,2/9/2020,63452 Golf Course Plaza,PayPal,pending
644,Sweet and Sour Sauce,Food - Condiments,474.58,19,9017.02,7/17/2021,6 Arizona Crossing,credit card,shipped
645,LED Flashlight with Rechargeable Batteries,Outdoor,847.06,17,14400.02,10/24/2020,6757 Continental Parkway,credit card,shipped
646,Basil Tomato Soup,Food - Canned Soups,288.66,83,23958.78,8/11/2020,1 Mayer Place,PayPal,shipped
647,Electric Pressure Cooker,Kitchen,398.32,36,14339.52,1/28/2021,20 Rowland Street,PayPal,delivered
648,Pet Travel Bowl,Pets,970.04,51,49472.04,4/29/2022,13 Bashford Point,PayPal,pending
649,Strawberry Rhubarb Jam,Food - Condiments,611.27,32,19560.64,9/7/2020,58483 Shopko Center,cash on delivery,pending
650,Set of Decorative Storage Bins,Home,717.41,21,15065.61,7/4/2022,3796 Ruskin Avenue,PayPal,shipped
651,Vegan Protein Powder,Health,811.83,45,36532.35,11/12/2022,11 Lakewood Drive,PayPal,shipped
652,Low-Fat Yogurt,Food - Dairy,630.88,2,1261.76,12/17/2020,3 Barby Alley,PayPal,pending
653,Pet Hair Remover,Pets,703.25,9,6329.25,9/17/2020,34 Rockefeller Court,cash on delivery,delivered
654,Organic Ramen Noodles,Food - Pasta,824.79,39,32166.81,6/3/2021,12 Mosinee Circle,credit card,processing
655,Asian Stir-Fry Kit,Food - Frozen Meals,146.73,71,10417.83,3/12/2021,7 Shoshone Way,PayPal,delivered
656,Thai Green Curry Paste,Food - Sauces,414.15,4,1656.6,2/10/2022,214 Red Cloud Terrace,credit card,pending
657,Baby Monitor,Baby,73.67,64,4714.88,4/17/2021,27291 Sage Way,credit card,pending
658,Dark Chocolate Raisins,Food - Snacks,455.62,33,15035.46,1/25/2022,43906 Mifflin Crossing,PayPal,shipped
659,Wireless Gaming Headset,Gaming,630.71,6,3784.26,1/5/2022,6457 Bayside Pass,cash on delivery,shipped
660,Cauliflower Gnocchi,Food - Frozen Foods,785.79,87,68363.73,6/28/2020,917 Goodland Drive,cash on delivery,shipped
661,Spicy Tuna Rolls,Food - Seafood,867.32,25,21683.0,6/25/2022,337 Brickson Park Court,cash on delivery,processing
662,Savory Oatmeal Cups,Food - Breakfast,851.06,20,17021.2,2/17/2022,2 4th Alley,PayPal,pending
663,Ceramic Knife Set,Kitchen,999.01,57,56943.57,8/26/2022,5704 Bayside Place,PayPal,delivered
664,Avocado Oil Mayo,Food - Condiments,919.68,28,25751.04,9/27/2022,6 Southridge Terrace,cash on delivery,delivered
665,Sweet Chili Thai Sauce,Food - Condiments,346.6,57,19756.2,10/10/2022,71826 Golf Course Avenue,PayPal,pending
666,Classic BBQ Sauce,Food - Condiments,83.51,62,5177.62,5/16/2020,1016 Vermont Parkway,credit card,processing
667,Satin Slip Dress,Clothing - Dresses,912.01,74,67488.74,11/18/2021,6564 Thompson Street,credit card,pending
668,Sweet BBQ Dipping Sauce,Food - Condiments,548.47,97,53201.59,5/9/2021,49 Meadow Ridge Parkway,PayPal,delivered
669,Coconut Granola,Food - Snacks,117.06,62,7257.72,12/23/2021,34440 Mendota Avenue,cash on delivery,delivered
670,Faux Fur Throw Blanket,Home,99.84,12,1198.08,9/24/2020,81 Nancy Crossing,PayPal,processing
671,Creative Puzzle Game,Toys,461.83,60,27709.8,9/16/2020,4 Karstens Way,credit card,processing
672,Adjustable Yoga Mat Strap,Fitness,901.47,11,9916.17,3/30/2021,74457 Commercial Trail,PayPal,shipped
673,Kids' Science Experiment Kit,Toys,730.23,91,66450.93,5/1/2022,43 Pearson Way,cash on delivery,processing
674,Infrared Thermometer,Health,403.05,100,40305.0,6/23/2020,58 New Castle Junction,PayPal,pending
675,Body Wash,Beauty,890.76,72,64134.72,11/8/2020,16 Redwing Junction,credit card,shipped
676,Leather Notebook Cover,Office,767.19,1,767.19,8/14/2022,184 Esch Way,PayPal,pending
677,Indian Curry Sauce,Food - Condiments,104.37,94,9810.78,1/26/2022,0164 Shasta Lane,PayPal,processing
678,Organic Vanilla Bean Ice Cream,Food - Frozen Desserts,22.76,35,796.6,11/3/2020,0126 Vidon Point,cash on delivery,pending
679,Set of Silicone Cooking Utensils,Kitchen,557.34,17,9474.78,8/20/2021,738 Manitowish Way,PayPal,processing
680,Apple Sauce,Food - Canned Goods,938.39,21,19706.19,2/11/2021,5 Ridge Oak Junction,cash on delivery,shipped
681,Stylish Wide-Leg Trousers,Clothing - Bottoms,746.9,24,17925.6,11/5/2022,182 Almo Center,cash on delivery,processing
682,Toy Building Set,Toys,324.64,92,29866.88,5/18/2021,045 Haas Trail,cash on delivery,shipped
683,Herb Seasoned Couscous,Food - Grains,181.68,51,9265.68,6/30/2022,70 Killdeer Avenue,PayPal,processing
684,Organic Chia Seeds,Food - Health Foods,968.85,47,45535.95,4/12/2020,50 Fallview Junction,credit card,processing
685,Classic White T-Shirt,Clothing - Tops,128.62,12,1543.44,12/9/2021,52125 6th Circle,credit card,delivered
686,Organic Almonds,Food - Nuts,672.7,11,7399.7,3/17/2020,0 Dovetail Parkway,cash on delivery,delivered
687,Compact Refrigerator,Home Appliances,39.76,59,2345.84,3/2/2020,49 Village Road,cash on delivery,pending
688,Feta Cheese,Food - Dairy,208.56,41,8550.96,2/3/2020,53 Larry Circle,cash on delivery,shipped
689,Portable Phone Mug Holder,Automotive,62.61,28,1753.08,4/14/2021,828 Northwestern Way,cash on delivery,delivered
690,Collapsible Camping Cup,Outdoor,49.89,46,2294.94,2/6/2020,9698 6th Circle,credit card,pending
691,Slim Fit Chinos,Clothing - Pants,144.34,82,11835.88,12/18/2022,0504 Holmberg Alley,cash on delivery,delivered
692,Smart LED Desk Lamp,Office,302.97,37,11209.89,7/23/2021,61524 Grover Place,credit card,processing
693,Camping Lantern,Outdoor,453.15,70,31720.5,9/20/2022,2 Pawling Junction,PayPal,shipped
694,Reversible Swimming Pool Lounger,Outdoor,253.75,6,1522.5,4/29/2022,43317 Monica Center,cash on delivery,processing
695,Electrolyte Water Bottle,Fitness,146.07,36,5258.52,3/7/2020,48 Corben Drive,credit card,processing
696,Puff Pastry,Food - Bakery,771.47,33,25458.51,7/3/2020,491 Reindahl Junction,PayPal,pending
697,Jalapeño Cornbread,Food - Bakery,860.16,25,21504.0,4/26/2022,541 Prairie Rose Street,credit card,processing
698,Gluten-Free Brownies,Food - Baking,760.55,90,68449.5,11/20/2022,48843 Forster Pass,PayPal,pending
699,Graphic Tee,Clothing,995.58,39,38827.62,3/3/2020,6 Moose Terrace,PayPal,shipped
700,Organic Black Bean Burger,Food - Frozen Foods,569.35,60,34161.0,9/27/2022,03737 Sugar Avenue,PayPal,processing
701,Wireless Earbuds,Audio,369.42,49,18101.58,5/31/2022,0 Moland Road,credit card,processing
702,Hummus Variety Pack,Food - Dairy,839.15,3,2517.45,9/12/2020,28 Eastwood Pass,cash on delivery,processing
703,Reusable Food Storage Bags,Kitchen,433.12,45,19490.4,12/11/2020,5 Scofield Avenue,credit card,processing
704,Sweet and Spicy Barbecue Sauce,Food - Condiments,585.13,52,30426.76,5/14/2021,96105 Scott Road,cash on delivery,delivered
705,Herb Seasoned Rice,Food - Sides,353.0,92,32476.0,10/8/2021,864 Corben Drive,PayPal,delivered
706,Compressed Towel Tablets,Travel,471.01,99,46629.99,4/28/2021,6 Lunder Trail,credit card,shipped
707,Baking Powder,Food - Baking Goods,452.0,15,6780.0,11/7/2022,86 Dwight Alley,PayPal,shipped
708,Maple Cinnamon Granola Bars,Food - Snacks,394.34,64,25237.76,8/3/2020,484 Lyons Road,PayPal,delivered
709,Chic Ankle Strap Heels,Clothing - Shoes,611.64,65,39756.6,1/8/2022,8114 Melby Park,credit card,delivered
710,Spicy Roasted Nuts,Food - Snacks,177.01,14,2478.14,5/5/2020,9199 Fair Oaks Place,PayPal,delivered
711,Frozen Chicken Nuggets,Food - Frozen Foods,795.92,79,62877.68,1/23/2021,848 Orin Court,cash on delivery,processing
712,Avocado Oil,Food - Oils,526.26,7,3683.82,8/28/2022,37 Mitchell Point,credit card,delivered
713,Adjustable Laptop Stand,Office,108.96,19,2070.24,12/14/2020,2419 Upham Center,cash on delivery,pending
714,Cable Knit Beanie,Clothing - Accessories,376.96,14,5277.44,5/2/2022,003 Utah Place,credit card,pending
715,Eco-Friendly Yoga Mat,Fitness,935.16,18,16832.88,6/4/2020,827 Hoepker Road,cash on delivery,shipped
716,Fire Roasted Salsa,Food - Condiments,957.86,27,25862.22,9/8/2020,94 Merrick Way,credit card,processing
717,Lentil Vegetable Curry,Food - Prepared Meals,445.03,78,34712.34,7/16/2020,85253 Monument Place,cash on delivery,processing
718,LED Strip Lights Kit,Home,562.55,80,45004.0,5/11/2021,1 Kingsford Court,cash on delivery,shipped
719,Cordless Electric Screwdriver,Tools,810.25,81,65630.25,11/7/2021,641 Buhler Park,PayPal,shipped
720,Stainless Steel Cutlery Set,Kitchen,52.13,25,1303.25,1/27/2022,70544 Rockefeller Circle,credit card,delivered
721,Plaid Flannel Shirt,Clothing - Tops,607.0,80,48560.0,7/25/2021,94511 Division Point,credit card,delivered
